sentence,sentiment,predicted_sentiment
"There is the international prestige Singapore would enjoy , but "" more importantly there is a genuine national interest in fostering better global free trade and an open market "" , said Tan Kong Yam , head of Business Policy at the National University of Singapore .",1,0
"At the ministerial meeting , trade ministers will review the work of the WTO and the implementation of the Uruguay Round free trade commitments under its predecessor the General Agreement on Tariffs and Trade ( GATT ) .",1,1
"In June , the WTO hailed Singapore for its open market policies but the European Union and other trading powers called on Singapore to speed up the opening of its services sector .",1,1
Supple said the struggle that Singapore had to wage in vying to host the meeting would be repeated during the talks .,0,1
""" There is tension at every step of the way , "" since a battle line between the West and developing countries has been drawn over the issue of linking trade liberalisation with labour rights , he said .",1,1
"Supple said hosting the meeting carried prestige for Singapore , "" however , this is quite intangible as the prestige factor may not necessarily lead to any additional investment and trade flows to this region . """,1,1
"From a commercial point of view , the meeting would be good for Singapore s""          .",0,1
"A large part of Singapore s""      mobilised to ensure the meeting would run without a glitch but the average Singaporean "" would probably not be too concerned about some of the issues , "" Tan said .",1,1
""" But the more educated public will realise that these kind of things are important for Singapore as a small economy . """,1,1
Supple said any political gains the Singapore government would get from the WTO meeting -- ahead of a general election due by April 1997 -- would depend on how successful it was in pushing its economic agenda .,0,1
""" If there are any movements toward freer trade , then Singapore s""            , "" he said . """,0,1
"But I do t""                the political aspect of this .",0,1
"I think political issues will take secondary importance to all these economic issues that will be displayed . """,0,1
"Japan NTT says hopes to start l""     ",0,1
TOKYO 1996-12-06,1,1
"Nippon Telegraph and Telephone Corp ( NTT ) said on Friday that it hopes to move into the international telecommunications business as soon as possible following the government s""            firms under a holding company .",1,1
""" We hope to start international telephone business as soon as possible , "" a company official told Reuters .",1,1
"The official said the latest government decision to split the company under a holding company would allow flexibility in NTT s""       ",0,1
"Earlier , Posts and Telecommunications Minister Hisao Horinouchi told a news conference the government plans to split NTT into three firms under a holding company , but did not specify when the restructuring would likely take effect .",0,0
"One of the three new companies will be a long-distance operator and the other two will be local-call operators , Horinouchi said .",0,1
"One of the local firms will operate in west Japan and the other in east Japan , he added .",1,1
"The long-distance operator will offer international services , Horinouchi said .",1,0
The NTT official said the timing of the planned split-up was uncertain because more discussions by government officials were required .,0,0
Ahold launches Asian food discount stores .,1,0
"ZAANDAM , Netherlands 1996-12-06",1,1
"Dutch supermarkets group Ahold NV said on Friday it had launched a second food store format for Asian consumers today , opening 16 BILO food discount stores in Malaysia .",1,0
"The BILO stores are located in Malysia s""  Kuala Lumpur and in the country s""      Bahru .",0,0
"The discount price format store BILO is to complement Ahold s""            launched in Asia .",1,0
""" In the coming five to ten years , Ahold plans to open many more stores of both formats , making TOPS and BILO household names in the region , "" Ahold said in a statement .",1,1
"As well as its activities in Asia , Dutch retail group Ahold has a strong presence in Europe , in the U.S. and the company recently announced a joint venture agreement in Brazil .",1,1
"Ahold has annualised sales of approximately US$ 24 billion , and employs 180,000 people worldwide .",1,1
"-- Amsterdam newsroom +31 20 504 5000 , Fax +31 20 504 504",1,1
"ALPINE SKIING-WOMEN S""            .",1,0
"VAIL , Colorado 1996-12-07",1,1
"Profile of the winner of Saturday s""   "" World Cup super G race :",1,0
Name : Svetlana Gladishiva,1,1
Age : 25,1,0
Nation : Russia,1,0
Previous World Cup victories : None,0,1
Other Facts : Gladishiva won a silver medal in super G at the 1994 Lillehammer Winter Olympics and a bronze medal in downhill at the 1991 World Championships .,1,0
"ALPINE SKIING-WOMEN S""           ",1,1
"VAIL , Colorado 1996-12-07",1,0
Provisional results from,1,0
"Saturday s""   "" World Cup super G race :",1,1
1. Svetlana Gladishiva ( Russia ) one minute 17.76 seconds,1,1
2. Pernila Wiberg ( Sweden ) 1:17.97,1,1
3. Carole Montillet ( France ) 1:18.11,1,0
4. Hilde Gerg ( Germany ) 1:18.15,1,1
5. Isolde Kostner ( Italy ) 1:18.19,1,1
6. Warwara Zelenskaja ( Russia ) 1:18.21,1,0
7. Madlen Brigger-Summermatter ( Switzerland ) 1:18.23,1,0
8. Florence Masnada ( France ) 1:18.31,1,1
9. Katja Seizinger ( Germany ) 1:18.32,1,1
10= Martina Ertl ( Germany ) 1:18.48,1,1
10= Stefanie Schuster ( Austria ) 1:18.48,1,1
12. Bibiana Perez ( Italy ) 1:18.52,1,0
13. Barbara Merlin ( Italy ) 1:18.67,1,1
14. Sybille Brauner ( Germany ) 1:18.81,1,1
15. Katharina Gutensohn ( Germany ) 1:18.92,1,1
16. Leatitia Dalloz ( France ) 1:18.96,1,0
17. Renate Goetschl ( Austria ) 1:18.98,1,0
18. Marianne Brechu ( France ) 1:19.02,1,0
19. Heidi Zurbriggen ( Switzerland ) 1:19.03,1,1
20. Spela Bracun ( Slovenia ) 1:19.07,1,1
21. Shannon Nobis ( U.S. ) 1:19.08,0,1
22= Regine Cavagnoud ( France ) 1:19.21,1,0
22= Anita Wachter ( Austria ) 1:19.21,1,1
24. Megan Gerety ( U.S. ) 1:19.39,1,1
25. Hilary Lindh ( U.S. ) 1:19.41,1,1
26= Catherine Borghi ( Switzerland ) 1:19.44,1,0
26= Michaela Dorfmeister ( Austria ) 1:19.44,1,1
28. Alexandra Meissnitzer ( Austria ) 1:19.53,1,1
29. Ingeborg Helen Marken ( Norway ) 1:19.54,1,0
30. Monika Tschirky ( Switzerland ) 1:19.60,1,1
The results were declared official .,1,1
ALPINE SKIING-GLADISHIVA WINS WORLD CUP SUPER G .,1,1
"VAIL , Colorado 1996-12-07",1,1
"Svetlana Gladishiva of Russia won the women s""  Cup Super G race on Saturday .",1,1
"Pernilla Wiberg of Sweden finished second and Carole Montillet of France came in third , according to provisional results .",1,0
GOLF - THIRD ROUND OF JCPENNEY CLASSIC WASHED OUT .,0,0
"TARPON SPRINGS , Florida 1996-12-07",1,1
Heavy rains on Saturday washed out the third round of the $ 1.5 million JCPenney Classic at the Innisbrook Hilton Resort .,0,0
Officials said the tournament would be reduced to 54 holes for the first time in its 37-year history .,0,1
"The final round of the special event , which pairs players from the PGA and LPGA Tours , will be played in the alternate shot format on Sunday .",1,1
The duo of Pat Hurst and Scott McCarron were tied for the lead with the team of Donna Andrews and Mike Hulbert at 13-under-par 129 through 36 holes .,1,1
The tandem of reigning U.S. Amateur champions Kelli Kuehne and Tiger Woods were another shot back at 12-under 130 .,1,1
Defending champions Beth Daniel and Davis Love will start the final round six shots off the pace .,1,1
"ALPINE SKIING-WOMEN S""       ",1,0
"VAIL , Colorado 1996-12-07",1,1
"Profile of the winner of Saturday s""   "" World Cup downhill race :",1,1
Name : Renate Goetschl,0,0
Age : 20,1,0
Nation : Austria,1,0
"Previous victories ( two ) : slalom , Lillehammer Norway , 1993 ; super G , Flachau , Austria , 1995 .",1,1
"Other facts : As a qualifier for the 1993 World Cup finals through Europa Cup results , 16-year-old Goetschl won the slalom to become history s""    Cup victor .",1,1
"ALPINE SKIING-WOMEN S""       ",1,0
"VAIL , Colorado 1996-12-07",1,1
"Women s""   ",1,0
"standings after Saturday s""     ",1,1
Downhill Standings,0,1
1. Katja Seizinger ( Germany ) 180 points,1,1
2. Renate Goetschl ( Austria ) 132,1,0
3. Carole Montillet ( France ) 86,1,1
4. Pernilla Wiberg ( Sweden ) 75,1,1
5. Heidi Zurbriggen ( Switzerland ) 69,1,0
6. Regina Haeusl ( Germany ) 66,1,0
7. Alexandra Meissnitzer ( Austria ) 65,1,0
8. Isolde Kostner ( Italy ) 60,1,0
9. Ingeborg Helen Markein ( Norway ) 58,1,1
10= Megan Gerety ( U.S. ) 51,1,1
10= Warwara Zelenskaja ( Russia ) 51,0,1
10= Florence Masnada ( France ) 51,1,1
13= Picabo Street ( U.S. ) 50,1,0
13= Stefanie Schuster ( Austria ) 50,1,1
15. Miriam Vogt ( Germany ) 47,1,1
16. Bibiana Perez ( Italy ) 45,1,1
17. Hilde Gerg ( Germany ) 42,1,1
18. Barbara Merlin ( Germany ) 38,1,0
19= Kate Pace Lindsay ( Canada ) 23,1,1
19= Svetlana Gladishiva ( Russia ) 23,1,1
19= Regine Cavagnoud ( France ) 23,1,1
"Overall women s""         ",1,0
"Saturday s""           ",1,1
1. Katja Seizinger ( Germany ) 414 points,1,1
2. Pernilla Wiberg ( Sweden ) 353,1,1
3. Hide Gerg ( Germany ) 276,0,0
4. Anita Wachter ( Austria ) 180,1,0
5. Isolde Kostner ( Italy ) 157,1,1
6. Heidi Zurbriggen ( Switzerland ) 153,1,1
7. Warwara Zelenskaja ( Russia ) 151,1,0
8= Renate Goetschl ( Austria ) 146,0,1
8= Carole Montillet ( France ) 146,1,1
10. Svetlana Gladishiva ( Russia ) 137,1,1
11. Florence Masnada ( France ) 133,1,1
12. Deborah Compagnoni ( Italy ) 120,1,1
13. Martina Ertl ( Germany ) 119,1,1
14. Alexandra Meissnitzer ( Austria)118,1,1
15. Urska Horvat ( Slovenia ) 108,1,0
16= Claudia Riegler ( New Zealand ) 100,1,1
16= Sabina Panzanini ( Italy ) 100,1,1
18. Barbara Merlin ( Italy ) 92,1,1
19. Stefanie Schuster ( Austria ) 89,1,1
20. Miriam Vogt ( Germany ) 76,1,1
Super G standings :,1,1
1. Pernilla Wiberg ( Sweden ) 180,1,1
2. Hilde Gerg ( Germany ) 130,1,0
3. Svetland Gladishiva ( Russia ) 114,1,1
4. Warwara Zelenskaja ( Russia ) 100,1,1
5. Florence Masnada ( France ) 82,1,0
6. Katja Seizinger ( Germany ) 74,1,1
7. Isolde Kostner ( Italy ) 65,1,0
8. Carole Montillet ( France ) 60,1,0
9. Martina Ertl ( Germany ) 58,1,1
10. Anita Wachter ( Austria ) 49,1,1
11. Heidi Zurbriggen ( Switzerland ) 43,1,1
12= Madlen Brigger-Summermatter ( Switzerland ) 42,1,1
12= Barbara Merlin ( Italy ) 42,1,1
12= Katharina Gutensohn ( Germany ) 42,0,1
15. Stefanie Schuster ( Austria ) 39,1,1
16. Leatitia Dalloz ( France ) 33,1,1
17. Bibiana Perez ( Italy ) 30,1,1
18= Miriam Vogt ( Germany ) 29,0,0
18= Marianne Brechu ( France ) 29,1,0
20. Alexandra Meissnitzer ( Austria ) 27,1,1
"Nation s""     ",1,0
"1. Austria 1,973 points",1,0
"2. Germany 1,135",1,1
3. Switzerland 972,1,0
4. Italy 887,1,1
5. France 853,1,0
6. Norway 746,1,0
7. Sweden 673,1,0
8. Slovenia 432,0,0
9. Russia 288,1,1
10. United States 164,1,1
"ALPINE SKIING-WOMEN S""         ",1,1
"VAIL , Colorado 1996-12-07",1,1
Provisional results from,1,1
"Saturday s""   "" World Cup downhill race :",1,0
1. Renate Goetschl ( Austria ) one minute 47.71 seconds,1,0
2. Katja Seizinger ( Germany ) 1:48.53,1,1
3. Isolde Kostner ( Italy ) 1:48.91,1,1
4. Alexandra Meissnitzer ( Austria ) 1:49.13,1,1
5. Megan Gerety ( U.S. ) 1:49.26,1,1
6. Miriam Vogt ( Germany ) 1:49.28,1,1
7. Stefanie Schuster ( Austria ) 1:49.38,1,1
8. Ingeborg Helen Marken ( Norway ) 1:49.41,1,0
9. Florence Masnada ( France ) 1:49.51,1,1
10. Regina Haeusl ( Germany ) 1:49.53,1,1
11. Heidi Zurbriggen ( Switzerland ) 1:49.65,1,1
12. Warwara Zelenskaja ( Russia ) 1:49.66,1,1
13. Barbara Merlin ( Italy ) 1:49.76,1,1
14. Hilde Gerg ( Germany ) 1:49.84,1,0
15. Martina Ertl ( Germany ) 1:49.85,1,0
16. Pernilla Wiberg ( Sweden ) 1:49.88,1,0
17. Svetlana Gladishiva ( Russia ) 1:50.03,1,0
18. Anita Wachter ( Austria ) 1:50.10,1,1
19. Spela Bracun ( Slovenia ) 1:50.40,1,1
20. Regine Cavagnoud ( France ) 1:50.51,1,1
21. Kate Pace Lindsay ( Canada ) 1:50.54,1,1
22. Bibiana Perez ( Italy ) 1:50.65,1,1
23. Hilary Lindh ( United States ) 1:50.69,1,1
24. Catherine Borghi ( Switzerland ) 1:50.72,1,1
25. Carole Montillet ( France ) 1:50.91,1,1
26. Brigitte Obermoser ( Austria ) 1:50.99,1,1
27. Sybille Brauner ( Germay ) 1:51.04,1,1
28. Grete Stroem ( Norway ) 1:51.07,1,0
29. Patrizia Bassis ( Italy ) 1:51.13,1,1
30. Alessandra Merlin ( Italy ) 1:51.16,1,1
The results were declared official .,1,1
NORDIC SKIING-WORLD CUP BIATHLON RESULTS .,1,0
"OESTERSUND , Sweden 1996-12-07",1,1
Results of Saturday,1,1
World Cup biathlon races :,1,1
"Men s""   ",1,1
1. Vadim Sashurin ( Belarus ) 26 minutes 17.2 seconds ( no penalty,1,1
rounds ),1,1
2. Frode Andresen ( Norway ) 26:17.8 ( 2 ),1,1
3. Ole Einar Bjorndalen ( Norway ) 26:24.9 ( 2 ),1,1
4. Sven Fischer ( Germany ) 26:28.2 ( 1 ),1,1
5. Ricco Gross ( Germany ) 26:33.0 ( 1 ),0,0
World Cup standings,1,1
1. Fischer ( Germany ) 82 points,1,1
2. Pavel Muslimov ( Russia ) 82,1,1
3. Sashurin 68 .,1,1
"Women s""   ",1,1
1. Olga Melnik ( Russia ) 23:13.3 ( 0 ),1,1
2. Svetlana Paramygina ( Belorus ) 23:58.6 ( 0 ),1,1
3. Gunn Margit Andreassen ( Norway ) 24:00.4 ( 0 ),1,0
4. Simone Greiner-Petter-Memm ( Germany ) 24:09.5 ( 1 ),1,1
5. Petra Behle ( Germany ) 24:15.4 ( 2 ),1,1
World Cup standings,1,0
1. Behle 89,0,0
2. Paramygina 79,1,1
3. Greiner-Petter-Memm 78,0,1
ALPINE SKIING-GOETCHL WINS WORLD CUP DOWNHILL .,1,1
"VAIL , Colorado 1996-12-07",1,0
"Renate Goetschl of Austria won the women s""    downhill race on Saturday , according to provisional results .",1,1
Katja Seizinger of Germany finished second and Islode Kostner of Italy took third .,1,1
BOBSLEIGH-SHIMER PILOTS USA III TO SURPRISE WIN .,1,1
"IGLS , Austria 1996-12-07",1,0
Brian Shimer piloted USA III to a surprise victory in a World Cup two-man bobsleigh race on Saturday .,1,1
"Lying fifth after the first run , Shimer and breakman Randy Jones delivered a near-perfect second trip down the 1976 Olympic course for an aggregate time of one minute 45.91 seconds .",1,0
First run leaders Guenther Huber and breakman Antonio Tartaglia in the Italy I sleigh finished second two-hundredths of a second behind the Americans .,1,1
"Canada I , represented by Pierre Lueders and breakman Dave MacEachern , completed the third World cup event of the winter a further one-hundredth of a second behind the Italians .",1,1
"The Canadians , winners of the opening two events in Altenberg , Germany , and La Plagne , France , increased their lead in the World Cup standings .",1,0
"They have 104 points , 15 ahead of USA I s""  Herberich and breakman Garrett Hines who managed only 10th place on Saturday .",1,1
SKIING-CHINESE MAKE PROMISING FREESTYLE SKIING DEBUT .,1,1
"TIGNES , France 1996-12-07",1,1
China made a promising debut on the freestyle skiing world cup circuit in an aerials event in the French resort of Tignes on Saturday .,1,1
"While the Chinese failed to gain a place in the men s""                      women s""              seventh and Xu Nannan ninth .",0,0
"But overall , it was France and Canada who dominated the day .",1,1
Alexis Blanc and Sebastien Foucras gave France a one-two finish in the first aerials competition of the season .,1,1
"Blanc collected his seventh career World Cup win with a two jump combined score of 238.36 points , easily beating Foucras , the overall World Cup aerials champion , who was a distant second with 223.60 .",1,1
"Canada s""                than ninth in a World Cup event , made his first trip to the podium taking third place with a mark of 209.96 .",1,1
"Veronica Brenner of Canada , who picked up her first career victory at Tignes last year , made it two wins in a row at the French resort taking first in the women s""             ",1,1
"Swiss skiers occupied the other two places on the podium , Karin Kuster taking second with 160.55 narrowly ahead of Evelyne Leu with 160.36 .",1,1
BOBSLEIGH-WORLD CUP TWO-MAN RESULTS .,1,0
"IGLS , Austria 1996-12-07",1,0
Results of a World Cup two-man bobsleigh event on Saturday :,1,0
"1. United States III ( Brian Shimer , Randy Jones ) one",1,0
minute 45.91 seconds ( 52.90 / 53.01 ),1,1
"2. Italy I ( Guenther Huber , Antonio Tartaglia ) 1:45.93",1,1
( 52.74 / 53.19 ),0,1
"3. Canada I ( Pierre Lueders , Dave MacEachern ) 1:45.94",1,1
( 52.76 / 53.18 ),0,0
"4. German I ( Sepp Dostthaler , Thomas Lebsa ) 1:45.95",1,1
( 52.82 / 53.13 ),0,0
"5. Switzerland I ( Reto Goetschi , Guido Acklin ) 1:45.98",1,1
( 52.91 / 53.07 ),0,1
"6. Germany III ( Dirk Wiese , Jakobs Marco ) 1:46.02",1,0
( 52.89 / 53.13 ),0,0
"7. Czech Republic I ( Jiri Dzmura , Pavel Polomsky )",1,0
1:46.06 ( 53.01 / 53.05 ),0,1
"8. Austria I ( Hubert Schoesser , Erwin Arnold ) 1:46.13",1,1
( 52.92 / 53.21 ),0,1
"9. Britain I ( Sean Olsson , Dean Ward ) 1:46.26 ( 52.97/",1,1
53.29 ),0,1
10 equal .,1,1
"United States I ( Jim Herberich , Garrett",1,1
Hines ) 1:46.34 ( 53.14 / 53.20 ) and Austria III,1,1
"( Hannes Conti , Georg Kuttner ) 1:46.34 ( 53.30/",1,1
53.04).,1,0
CRICKET - WOOLMER MAKES SENTIMENTAL RETURN TO KANPUR .,1,1
"KANPUR , India 1996-12-07",1,0
"South Africa s""              against India has given former England test cricketer Bob Woolmer the chance of a sentimental return to his birthplace .",1,1
Woolmer was born in the northern city of Kanpur when his father worked there for an insurance compnay and was himself an active cricketer .,1,1
""" It s""         ",1,0
"A visit to India is always an intriguing experience , "" Woolmer , now the South African coach , said on Saturday .",1,1
"Woolmer , 48 , played 19 tests for England between 1975 and 1981 .",1,1
"His first cricketing sojurn to India was as a member of Tony Greig s""         ",1,0
"His father Clarence Woolmer represented United Province , now renamed Uttar Pradesh , in India s""    national championship and captained the state during 1949 .",1,1
"Now aged 86 , Woolmer senior lives with his son in Cape Town .",1,0
"Woolmer s""               ",1,1
""" I do t""                said . """,0,1
I came here on zero and left at three ( aged three ) when my father was transferred to Calcutta where I spent another four and half years .,0,1
""" But I do remember we had a cobra snake in the basement of our house .",0,0
"Also that my father bought a bicycle and when we rode over a hose pipe it broke into two . """,0,1
Woolmer said the hospital where he was born is close to the stadium where the India-South Africa test will be played .,0,0
FREESTYLE SKIING-WORLD CUP AERIALS RESULTS .,1,1
"TIGNES , France 1996-12-07",1,0
Results of the World Cup,1,1
freestyle skiing aerials competition on Saturday :,1,0
Men :,1,0
1. Alexis Blanc ( France ) 238.36 points,1,1
2. Sebastien Foucras ( France ) 223.60,1,1
3. Jeff Bean ( Canada ) 209.96,1,1
4. Eric Bergoust ( U.S ) 207.15,1,1
5. Christian Rijavec ( Austria ) 204.17,1,0
6. Alexandre Mikhailov ( Russia ) 202.59,1,1
7. Ales Valenta ( Czech Republic ) 194.02,1,0
8. Andy Capicik ( Canada ) 193.82,1,1
9. Trace Worthington ( U.S. ) 192.36,1,0
10. Dmitri Dashinski Belarus ) 190.70,1,1
Women :,1,1
1. Veronica Brenner ( Canada ) 170.42,1,1
2. Karin Kuster ( Switzerland ) 160.55,1,1
3. Evelyne Leu ( Switzerland ) 160.36,1,0
4. Caroline Olivier ( Canada ) 157.10,1,0
5. Jacqui Cooper ( Australia ) 156.52,1,0
6. Marie Lindgren ( Sweden ) 154.82,1,1
7. Dan Cuo ( China ) 154.61,1,1
8. Kristie Marshall ( Australia ) 154.60,1,1
9. Xu Nannan ( China ) 152.08,1,1
10. Hilde Synnove Lid ( Norway ) 148.20,1,1
SKI JUMPING-LEADING WORLD CUP RESULTS / STANDINGS .,1,0
"KUUSAMO , Finland 1996-12-07",1,1
Leading results in a,1,1
World Cup high hill ( 120-metre ) ski jumping event on Saturday :,1,1
1. Takanobu Okabe ( Japan ) 303.4 points ( first jump,1,1
145.4 / second jump 158 ),0,1
2. Kazuyoshi Funaki ( Japan ) 295.4 ( 151.5 / 143.9 ),1,1
3. Andreas Goldberger ( Austria ) 274.4 ( 144.4 / 130 ),1,1
4. Dieter Thoma ( Germany ) 267 ( 141.6 / 124.4 ),1,1
5. Ari-Pekka Nikkola ( Finland ) 256.4 ( 126 / 130.4 ),1,0
6. Reinhard Schwarzenberger ( Austria ) 252.6 ( 119.7 / 132.9 ),0,0
7. Noriaki Kasai ( Japan ) 242 ( 124.2 / 117.8 ),1,0
8. Hiroya Saitoh ( Japan ) 234.7 ( 124.6 / 110.1 ),1,0
9. Jani Soininen ( Finland ) 231.5 ( 115 / 116.5 ),1,0
10. Kristian Brenden ( Norway ) 228.1 ( 129.4 / 98.7 ),1,1
Leading World Cup standings ( after three events ) :,1,1
1. Thoma 210 points,1,0
2. Brenden 206,1,1
3. Goldberger 160,1,1
4. Okabe 146,1,1
5. Funaki 143,1,1
6. Saitoh 121,1,0
7. Espen Bredesen ( Norway ) 112,1,1
8. Nikkola 101,1,1
9. Soininen 85,1,1
10. Primoz Peterka ( Slovakia ) 76,1,1
BADMINTON - WORLD GRAND PRIX SEMIFINAL RESULTS .,1,1
"TEMBAU DENPASAR , Bali 1996-12-07",1,1
Results of,1,1
semifinals at the World Grand Prix finals on Saturday :,1,0
"Men s"" ",1,0
Fung Permadi ( Taiwan ) beat Indra Wijaya ( Indonesia ) 15-6 15-8,1,0
Sun Jun ( China ) beat Allan Budi Kusuma ( Indonesia ) 15-9 15-10,1,0
"Women s"" ",1,1
Susi Susanti ( Indonesia ) beat Camilla Martin ( Denmark ) 11-1,1,0
11-3,1,1
Ye Zhaoying ( China ) beat Gong Zhichao ( China ) 11-8 11-3,1,0
SPEED SKATING-RESULTS OF WORLD CUP SPEED SKATING RACES .,1,1
"CHONJU , South Korea 1996-12-07",1,0
Results on the first day of the World Cup speed skating races here on Saturday .,1,1
"Men s""             ",1,0
Horii Manabu ( Japan ) 37.23 seconds ; 2 .,1,1
Jaegal Sung-Yeol ( South Korea ) 37.46 ; 3 .,1,1
Grunde Njos ( Norway ) 37.49 ; 4 .,1,0
Shimizu Hiroyasu ( Japan ) 37.68 ; 5 .,1,1
Sergey Klevchenya ( Russia ) 37.86 ; 6 .,1,1
Yamakage Hiroaki ( Japan ) 37.93 ; 7 .,1,1
Casey Fitzrandolph ( US ) 37.97 ; 8 .,1,1
Sylvain Bouchard ( Canada ) 38.00 ; 9 .,1,0
Kim Yoon-man ( South Korea ) 38.05 ; 10 .,1,1
Inoue Junichi ( Japan ) 38.08 .,1,1
"Women s""             ",1,1
Xuc Rulhong ( China ) 40.78 ; 2 .,0,1
Svetlana Jhurova ( Russia ) 41.08 ; 3 .,1,0
Franziska Schenk ( Germany ) 41.13 ; 4 .,1,1
Okazaki Tomomi ( Japan ) 41.19 ; 5 .,1,0
Shimazaki Kyoko ( Japan ) 41.45 ; 6 .,1,0
Marianne Timmer ( Netherlands ) 41.58 ; 7 .,1,0
Jin Hua ( China ) 41.59 ; 8 .,0,1
Alena Koroleva ( Russia ) 41.64 ; 9 .,1,0
Chris Witty ( US ) 41.75 ; 10 .,1,0
Anke Baler ( Germany ) 41.76 .,1,1
"Men s""         ",1,1
1. Sylvain Bouchard ( Canada ) 1 minute 16.24 seconds,1,0
2. Sergey Klevchenya ( Russia ) 1:16.31,1,1
3. Jan Bos ( Netherlands ) 1:16.38,1,1
4. Grunde Njos ( Norway ) 1:16.44,1,1
5. Lee Kyou-hyuk ( South Korea ) 1:16.47,1,1
6. Inoue Junichi ( Japan ) 1:16.61,1,0
7. Gerard Van Velde ( Netherlands ) 1:16.63,1,1
8. Kim Yoon-man ( South Korea ) 1:16.75,1,1
9. Jeremy Wotherspoon ( Canada ) 1:16.75,1,1
10. Miyabe Yasunori ( Japan ) 1:16.86,1,1
"Women s""         ",1,1
1. Franziska Schenk ( Germany ) 1:23.17,1,0
2. Kusunose Shiho ( Japan ) 1:24.77,1,1
3. Marianne Timmer ( Netherlands ) 1:24.86,1,0
4. Anka Baier ( Germany ) 1:25.16,1,0
5. Becky Sundstrom ( U.S. ) 1:25.39,1,0
6. Shimazaki Kyoko ( Japan ) 1:25.51,1,0
7. Oksana Ravllova ( Russia ) 1:25.55,1,1
8. Sammiya Eriko ( Japan ) 1:25.79,1,1
9. Chris Witty ( U.S. ) 1:25.85,1,0
10. Xue Rulhong ( China ) 1:25.89,1,0
ALPINE SKIING-OFFICIALS HOPE TO SALVAGE WORLD CUP WEEKEND .,1,1
"WHISTLER , British Columbia 1996-12-06",1,1
"World Cup ski officials hope to be able to get in at least one men s""          in an effort to salvage the weekend racing programme .",1,1
"For the third consecutive day , Friday s""  training runs were cancelled due to heavy wet snow and fog on Whistler Mountain , leaving the scheduled World Cup events in jeopardy .",0,1
Rules call for at least one training run to be completed before a World Cup downhill race can be staged .,0,1
"Organisers hope to get that run in on Saturday morning , conditions permitting , and stage the race later in the day or on Sunday .",1,1
""" There was no possibility today to make a training run , "" said Bernd Zobel , the Canadian men national coach , citing too much new snow and poor visibility .",0,0
"If organisers are forced to run the downhill on Sunday , the super-giant slalom originally scheduled for Sunday would likely be abandoned .",0,1
SOCCER - LEADING SCOTTISH PREMIER DIVISION SCORERS .,1,1
GLASGOW 1996-12-07,1,1
Leading goalscorers in the,1,0
"Scottish premier division after Saturday s""   ",1,0
"10 - Billy Dodds ( Aberdeen ) , Pierre Van Hooydonk ( Celtic )",1,0
9 - Paul Gascoigne ( Rangers ),1,1
"7 - Paul Wright ( Kilmarnock ) , Ally McCoist ( Rangers )",1,1
"6 - Andreas Thom ( Celtic ) , Dean Windass ( Aberdeen ) ,",1,1
"Brian Laudrup ( Rangers ) , Darren Jackson",1,0
( Hibernian ),1,0
"5 - Peter van Vossen ( Rangers ) , Gerry Britton",1,1
"( Dunfermline ) , Colin Cameron ( Hearts ) , Robert",1,0
"Winters ( Dundee United ) , Paolo Di Canio ( Celtic ) .",1,0
SOCCER - LEADING ENGLISH GOALSCORERS .,1,0
LONDON 1996-12-07,1,0
Leading goalscorers in the English,1,0
"premier league after Saturday s""   ",1,1
13 - Ian Wright ( Arsenal ),1,0
"9 - Fabrizio Ravanelli ( Middlesbrough ) , Alan Shearer",1,1
( Newcastle ),1,0
"8 - Matthew Le Tissier ( Southampton ) , Dwight Yorke ( Aston",1,1
"Villa ) , Les Ferdinand ( Newcastle ) , Efan Ekoku ( Wimbledon ) ,",1,0
Gianluca Vialli ( Chelsea ),1,1
"7 - Robbie Earle ( Wimbledon ) , Les Ferdinand ( Newcastle )",1,1
"6 - Marcus Gayle ( Wimbledon ) , Gary Speed ( Everton ) , Chris",1,0
Sutton ( Blackburn ),1,1
"5 - Robbie Fowler ( Liverpool ) , Steve McManaman ( Liverpool )",1,1
4 - Peter Beardsley ( Newcastle ) .,1,1
SOCCER - NORTHERN IRELAND PREMIER DIVISION RESULTS / STANDINGS .,1,1
LONDON 1996-12-07,1,0
Results of Northern Ireland premier,1,0
division matches on Saturday :,1,1
Ards 0 Crusaders 0,1,1
Cliftonville 1 Portadown 1,1,1
Glenavon 2 Linfield 1,1,0
Glentoran 1 Coleraine 0,1,0
"Standings ( tabulated - played , won , drawn , lost , goals for ,",1,0
"goals against , points ) :",1,0
Coleraine 10 7 1 2 18 11 22,1,1
Linfield 10 4 3 3 13 10 15,1,1
Crusaders 10 3 4 3 11 9 13,1,1
Glenavon 10 3 4 3 15 14 13,1,1
Glentoran 10 3 3 4 18 18 12,1,0
Portadown 9 3 3 3 11 12 12,1,1
Ards 10 3 2 5 12 17 11,1,1
Cliftonville 9 1 4 4 5 12 7,1,0
RUGBY UNION - BRITISH RESULTS .,1,1
LONDON 1996-12-07,1,1
Results of British rugby union,1,1
matches on Saturday :,1,0
Pilkington Cup fourth round,1,1
Reading 50 Widnes 3,1,0
English division one,1,1
Bath 35 Harlequins 20,1,1
Gloucester 29 London Irish 19,1,1
Orrell 22 West Hartlepool 15,1,1
Wasps 15 Bristol 13,1,1
Welsh division one,1,1
Caerphilly 20 Cardiff 34,1,1
Llanelli 97 Newbridge 10,1,1
Newport 45 Dunvant 22,1,1
Pontypridd 53 Bridgend 9,1,1
